case_id,part_id,part_type,line,activity,area,resource,timestamp,duration_minutes
WO-0274,PART-2097,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-18 21:57:00,47
WO-0212,PART-7014,Manifold,Line-A,Packaging,PKG,Pack-02,2024-06-18 21:58:00,14
WO-0192,PART-5685,Pump Housing,Line-A,Assembly,ASM,Cell-02,2024-06-18 22:30:00,51
WO-0274,PART-2097,Bracket,Line-C,Packaging,PKG,Pack-02,2024-06-18 22:47:00,12
WO-0227,PART-8258,Rotor,Line-A,Assembly Rework,ASM,Cell-04,2024-06-18 23:05:00,30
WO-0238,PART-9797,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-18 23:07:00,32
WO-0212,PART-7014,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-18 23:15:00,0
WO-0192,PART-5685,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-18 23:35:00,42
WO-0238,PART-9797,Rotor,Line-B,Assembly,ASM,Cell-04,2024-06-18 23:47:00,113
WO-0032,PART-7818,Bracket,Line-C,Cutting,CUT,Laser-02,2024-06-18 23:50:00,44
WO-0227,PART-8258,Rotor,Line-A,Quality Check,QC,QA-05,2024-06-18 23:52:00,28
WO-0274,PART-2097,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-19 00:26:00,0
WO-0192,PART-5685,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-19 00:31:00,28
WO-0227,PART-8258,Rotor,Line-A,Packaging,PKG,Pack-02,2024-06-19 00:44:00,30
WO-0032,PART-7818,Bracket,Line-C,CNC Machining,CNC,CNC-19,2024-06-19 00:50:00,68
WO-0192,PART-5685,Pump Housing,Line-A,Material Hold,HOLD,Planner,2024-06-19 01:17:00,480
WO-0227,PART-8258,Rotor,Line-A,Manual Repair,ASM,Cell-02,2024-06-19 01:21:00,79
WO-0238,PART-9797,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-19 01:52:00,42
WO-0032,PART-7818,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-19 02:13:00,24
WO-0238,PART-9797,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-19 02:40:00,18
WO-0032,PART-7818,Bracket,Line-C,Assembly,ASM,Cell-01,2024-06-19 02:58:00,134
WO-0085,PART-7220,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-19 03:11:00,0
WO-0227,PART-8258,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-19 03:31:00,0
WO-0205,PART-5908,Valve Body,Line-B,Cutting,CUT,Laser-02,2024-06-19 03:47:00,20
WO-0105,PART-2404,Bracket,Line-B,Cutting,CUT,Laser-01,2024-06-19 03:50:00,37
WO-0205,PART-5908,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-19 04:15:00,82
WO-0240,PART-8270,Bracket,Line-A,Cutting,CUT,Laser-02,2024-06-19 04:22:00,32
WO-0070,PART-6438,Rotor,Line-A,Cutting,CUT,Laser-02,2024-06-19 04:32:00,48
WO-0238,PART-9797,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-19 04:40:00,0
WO-0105,PART-2404,Bracket,Line-B,CNC Machining,CNC,CNC-12,2024-06-19 04:41:00,111
WO-0240,PART-8270,Bracket,Line-A,CNC Machining,CNC,CNC-15,2024-06-19 05:11:00,97
WO-0032,PART-7818,Bracket,Line-C,Quality Check,QC,QA-02,2024-06-19 05:20:00,60
WO-0070,PART-6438,Rotor,Line-A,CNC Machining,CNC,CNC-15,2024-06-19 05:32:00,53
WO-0205,PART-5908,Valve Body,Line-B,Surface Prep,PREP,Prep-01,2024-06-19 05:52:00,27
WO-0256,PART-6488,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-19 06:10:00,45
WO-0175,PART-9468,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-19 06:26:00,38
WO-0205,PART-5908,Valve Body,Line-B,Assembly,ASM,Cell-04,2024-06-19 06:26:00,131
WO-0032,PART-7818,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-19 06:30:00,12
WO-0070,PART-6438,Rotor,Line-A,Surface Prep,PREP,Prep-03,2024-06-19 06:49:00,30
WO-0105,PART-2404,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-19 06:57:00,27
WO-0240,PART-8270,Bracket,Line-A,Surface Prep,PREP,Prep-01,2024-06-19 07:00:00,19
WO-0032,PART-7818,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-19 07:10:00,0
WO-0175,PART-9468,Rotor,Line-C,CNC Machining,CNC,CNC-12,2024-06-19 07:16:00,95
WO-0256,PART-6488,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-19 07:18:00,60
WO-0188,PART-7246,Rotor,Line-C,Cutting,CUT,Laser-01,2024-06-19 07:25:00,56
WO-0097,PART-1647,Valve Body,Line-A,Cutting,CUT,Laser-01,2024-06-19 07:26:00,55
WO-0105,PART-2404,Bracket,Line-B,Assembly,ASM,Cell-01,2024-06-19 07:37:00,53
WO-0240,PART-8270,Bracket,Line-A,Assembly,ASM,Cell-01,2024-06-19 07:37:00,126
WO-0070,PART-6438,Rotor,Line-A,Assembly,ASM,Cell-01,2024-06-19 07:37:00,74
WO-0105,PART-2404,Bracket,Line-B,Assembly Rework,ASM,Cell-02,2024-06-19 08:32:00,44
WO-0188,PART-7246,Rotor,Line-C,CNC Machining,CNC,CNC-15,2024-06-19 08:36:00,47
WO-0097,PART-1647,Valve Body,Line-A,CNC Machining,CNC,CNC-15,2024-06-19 08:38:00,56
WO-0256,PART-6488,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-19 08:41:00,33
WO-0175,PART-9468,Rotor,Line-C,Surface Prep,PREP,Prep-01,2024-06-19 08:56:00,20
WO-0205,PART-5908,Valve Body,Line-B,Assembly Rework,ASM,Cell-02,2024-06-19 08:59:00,49
WO-0201,PART-3373,Pump Housing,Line-C,Cutting,CUT,Laser-02,2024-06-19 09:07:00,59
WO-0070,PART-6438,Rotor,Line-A,Quality Check,QC,QA-02,2024-06-19 09:16:00,47
WO-0105,PART-2404,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-19 09:29:00,37
WO-0256,PART-6488,Rotor,Line-B,Assembly,ASM,Cell-04,2024-06-19 09:32:00,83
WO-0192,PART-5685,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-19 09:35:00,0
WO-0175,PART-9468,Rotor,Line-C,Assembly,ASM,Cell-01,2024-06-19 09:38:00,48
WO-0188,PART-7246,Rotor,Line-C,Surface Prep,PREP,Prep-01,2024-06-19 09:40:00,39
WO-0097,PART-1647,Valve Body,Line-A,Surface Prep,PREP,Prep-01,2024-06-19 09:45:00,45
WO-0240,PART-8270,Bracket,Line-A,Quality Check,QC,QA-05,2024-06-19 09:51:00,22
WO-0205,PART-5908,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-19 09:57:00,36
WO-0294,PART-5287,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-19 10:05:00,22
WO-0201,PART-3373,Pump Housing,Line-C,CNC Machining,CNC,CNC-12,2024-06-19 10:10:00,40
WO-0105,PART-2404,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-19 10:12:00,12
WO-0070,PART-6438,Rotor,Line-A,Packaging,PKG,Pack-01,2024-06-19 10:18:00,29
WO-0188,PART-7246,Rotor,Line-C,Assembly,ASM,Cell-04,2024-06-19 10:23:00,76
WO-0240,PART-8270,Bracket,Line-A,Packaging,PKG,Pack-01,2024-06-19 10:27:00,26
WO-0294,PART-5287,Bracket,Line-B,CNC Machining,CNC,CNC-15,2024-06-19 10:32:00,79
WO-0097,PART-1647,Valve Body,Line-A,Assembly,ASM,Cell-04,2024-06-19 10:38:00,64
WO-0105,PART-2404,Bracket,Line-B,Manual Repair,ASM,Cell-04,2024-06-19 10:39:00,87
WO-0205,PART-5908,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-19 10:48:00,30
WO-0175,PART-9468,Rotor,Line-C,Quality Check,QC,QA-02,2024-06-19 10:49:00,60
WO-0201,PART-3373,Pump Housing,Line-C,Surface Prep,PREP,Prep-03,2024-06-19 11:02:00,22
WO-0240,PART-8270,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-19 11:10:00,0
WO-0256,PART-6488,Rotor,Line-B,Assembly Rework,ASM,Cell-02,2024-06-19 11:19:00,36
WO-0070,PART-6438,Rotor,Line-A,Shipment,SHIP,Dock-01,2024-06-19 11:29:00,0
WO-0201,PART-3373,Pump Housing,Line-C,Assembly,ASM,Cell-02,2024-06-19 11:36:00,123
WO-0097,PART-1647,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-19 11:47:00,50
WO-0188,PART-7246,Rotor,Line-C,Quality Check,QC,QA-05,2024-06-19 11:58:00,46
WO-0294,PART-5287,Bracket,Line-B,Surface Prep,PREP,Prep-03,2024-06-19 12:03:00,42
WO-0175,PART-9468,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-19 12:12:00,23
WO-0256,PART-6488,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-19 12:14:00,20
WO-0256,PART-6488,Rotor,Line-B,Packaging,PKG,Pack-02,2024-06-19 12:38:00,10
WO-0105,PART-2404,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-19 12:48:00,0
WO-0188,PART-7246,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-19 12:52:00,10
WO-0294,PART-5287,Bracket,Line-B,Assembly,ASM,Cell-01,2024-06-19 13:01:00,98
WO-0097,PART-1647,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-19 13:01:00,29
WO-0205,PART-5908,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-19 13:04:00,0
WO-0175,PART-9468,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-19 13:48:00,0
WO-0256,PART-6488,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-19 14:00:00,0
WO-0201,PART-3373,Pump Housing,Line-C,Quality Check,QC,QA-05,2024-06-19 14:03:00,37
WO-0188,PART-7246,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-19 14:38:00,0
WO-0294,PART-5287,Bracket,Line-B,Quality Check,QC,QA-05,2024-06-19 14:42:00,31
WO-0201,PART-3373,Pump Housing,Line-C,Packaging,PKG,Pack-02,2024-06-19 14:50:00,24
WO-0097,PART-1647,Valve Body,Line-A,Shipment,SHIP,Dock-01,2024-06-19 15:04:00,0
WO-0294,PART-5287,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-19 15:37:00,15
WO-0201,PART-3373,Pump Housing,Line-C,Shipment,SHIP,Dock-01,2024-06-19 16:46:00,0
WO-0294,PART-5287,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-19 17:06:00,0
WO-0117,PART-2871,Rotor,Line-C,Cutting,CUT,Laser-02,2024-06-19 17:37:00,22
WO-0075,PART-9612,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-19 17:39:00,40
WO-0117,PART-2871,Rotor,Line-C,CNC Machining,CNC,CNC-15,2024-06-19 18:18:00,57
WO-0075,PART-9612,Manifold,Line-B,CNC Machining,CNC,CNC-19,2024-06-19 18:35:00,89
WO-0117,PART-2871,Rotor,Line-C,Surface Prep,PREP,Prep-01,2024-06-19 19:20:00,38
WO-0117,PART-2871,Rotor,Line-C,Assembly,ASM,Cell-02,2024-06-19 20:09:00,44
WO-0208,PART-4148,Rotor,Line-B,Cutting,CUT,Laser-02,2024-06-19 20:20:00,35
WO-0075,PART-9612,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-19 20:22:00,26
WO-0117,PART-2871,Rotor,Line-C,Quality Check,QC,QA-02,2024-06-19 21:03:00,42
WO-0075,PART-9612,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-19 21:07:00,121
WO-0208,PART-4148,Rotor,Line-B,CNC Machining,CNC,CNC-19,2024-06-19 21:11:00,61
WO-0186,PART-8891,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-19 21:29:00,57
WO-0117,PART-2871,Rotor,Line-C,Packaging,PKG,Pack-01,2024-06-19 22:01:00,13
WO-0208,PART-4148,Rotor,Line-B,Surface Prep,PREP,Prep-03,2024-06-19 22:15:00,21
WO-0195,PART-9776,Valve Body,Line-C,Cutting,CUT,Laser-02,2024-06-19 22:28:00,45
WO-0186,PART-8891,Pump Housing,Line-A,CNC Machining,CNC,CNC-19,2024-06-19 22:47:00,114
WO-0208,PART-4148,Rotor,Line-B,Assembly,ASM,Cell-01,2024-06-19 23:01:00,138
WO-0075,PART-9612,Manifold,Line-B,Quality Check,QC,QA-05,2024-06-19 23:15:00,28
WO-0195,PART-9776,Valve Body,Line-C,CNC Machining,CNC,CNC-12,2024-06-19 23:17:00,100
WO-0019,PART-5930,Manifold,Line-C,Cutting,CUT,Laser-02,2024-06-19 23:19:00,47
WO-0262,PART-6041,Manifold,Line-C,Cutting,CUT,Laser-01,2024-06-19 23:36:00,21
WO-0117,PART-2871,Rotor,Line-C,Shipment,SHIP,Dock-01,2024-06-19 23:47:00,0
WO-0075,PART-9612,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-20 00:01:00,11
WO-0262,PART-6041,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-20 00:09:00,37
WO-0019,PART-5930,Manifold,Line-C,CNC Machining,CNC,CNC-15,2024-06-20 00:22:00,86
WO-0075,PART-9612,Manifold,Line-B,Manual Repair,ASM,Cell-02,2024-06-20 00:30:00,49
WO-0186,PART-8891,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-20 00:51:00,20
WO-0262,PART-6041,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-20 01:11:00,16
WO-0195,PART-9776,Valve Body,Line-C,Surface Prep,PREP,Prep-03,2024-06-20 01:14:00,25
WO-0186,PART-8891,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-20 01:27:00,116
WO-0262,PART-6041,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-20 01:32:00,67
WO-0208,PART-4148,Rotor,Line-B,Assembly Rework,ASM,Cell-01,2024-06-20 01:37:00,67
WO-0195,PART-9776,Valve Body,Line-C,Assembly,ASM,Cell-02,2024-06-20 01:47:00,113
WO-0075,PART-9612,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-20 02:04:00,0
WO-0019,PART-5930,Manifold,Line-C,Surface Prep,PREP,Prep-03,2024-06-20 02:11:00,21
WO-0100,PART-1962,Bracket,Line-A,Cutting,CUT,Laser-01,2024-06-20 02:14:00,23
WO-0025,PART-1508,Pump Housing,Line-A,Cutting,CUT,Laser-02,2024-06-20 02:19:00,28
WO-0100,PART-1962,Bracket,Line-A,CNC Machining,CNC,CNC-19,2024-06-20 02:52:00,47
WO-0019,PART-5930,Manifold,Line-C,Assembly,ASM,Cell-04,2024-06-20 02:57:00,61
WO-0208,PART-4148,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-20 03:01:00,44
WO-0262,PART-6041,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-20 03:02:00,53
WO-0025,PART-1508,Pump Housing,Line-A,CNC Machining,CNC,CNC-19,2024-06-20 03:10:00,44
WO-0291,PART-8011,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-20 03:19:00,43
WO-0186,PART-8891,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-20 03:27:00,34
WO-0195,PART-9776,Valve Body,Line-C,Assembly Rework,ASM,Cell-04,2024-06-20 03:47:00,72
WO-0100,PART-1962,Bracket,Line-A,Surface Prep,PREP,Prep-01,2024-06-20 03:48:00,17
WO-0208,PART-4148,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-20 03:57:00,15
WO-0019,PART-5930,Manifold,Line-C,Assembly Rework,ASM,Cell-04,2024-06-20 04:02:00,43
WO-0025,PART-1508,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-20 04:02:00,29
WO-0291,PART-8011,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-20 04:04:00,116
WO-0100,PART-1962,Bracket,Line-A,Assembly,ASM,Cell-04,2024-06-20 04:07:00,67
WO-0186,PART-8891,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-20 04:15:00,14
WO-0262,PART-6041,Manifold,Line-C,Packaging,PKG,Pack-01,2024-06-20 04:18:00,27
WO-0186,PART-8891,Pump Housing,Line-A,Manual Repair,ASM,Cell-04,2024-06-20 04:31:00,55
WO-0249,PART-4083,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-20 04:34:00,29
WO-0025,PART-1508,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-20 04:44:00,61
WO-0195,PART-9776,Valve Body,Line-C,Quality Check,QC,QA-02,2024-06-20 05:07:00,51
WO-0019,PART-5930,Manifold,Line-C,Quality Check,QC,QA-05,2024-06-20 05:08:00,60
WO-0063,PART-3538,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-20 05:10:00,54
WO-0249,PART-4083,Bracket,Line-B,CNC Machining,CNC,CNC-12,2024-06-20 05:26:00,46
WO-0262,PART-6041,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-20 05:29:00,0
WO-0100,PART-1962,Bracket,Line-A,Quality Check,QC,QA-02,2024-06-20 05:30:00,43
WO-0208,PART-4148,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-20 05:53:00,0
WO-0076,PART-6669,Bracket,Line-B,Cutting,CUT,Laser-02,2024-06-20 05:59:00,55
WO-0014,PART-9280,Manifold,Line-B,Cutting,CUT,Laser-01,2024-06-20 06:05:00,37
WO-0025,PART-1508,Pump Housing,Line-A,Assembly Rework,ASM,Cell-04,2024-06-20 06:06:00,72
WO-0195,PART-9776,Valve Body,Line-C,Packaging,PKG,Pack-02,2024-06-20 06:07:00,17
WO-0019,PART-5930,Manifold,Line-C,Packaging,PKG,Pack-02,2024-06-20 06:12:00,17
WO-0186,PART-8891,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-20 06:13:00,0
WO-0249,PART-4083,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 06:14:00,17
WO-0291,PART-8011,Pump Housing,Line-A,Surface Prep,PREP,Prep-03,2024-06-20 06:23:00,18
WO-0063,PART-3538,Valve Body,Line-B,CNC Machining,CNC,CNC-19,2024-06-20 06:27:00,73
WO-0100,PART-1962,Bracket,Line-A,Packaging,PKG,Pack-02,2024-06-20 06:34:00,30
WO-0249,PART-4083,Bracket,Line-B,Assembly,ASM,Cell-02,2024-06-20 06:37:00,132
WO-0053,PART-3535,Manifold,Line-A,Cutting,CUT,Laser-01,2024-06-20 06:43:00,43
WO-0014,PART-9280,Manifold,Line-B,CNC Machining,CNC,CNC-12,2024-06-20 06:44:00,72
WO-0291,PART-8011,Pump Housing,Line-A,Assembly,ASM,Cell-04,2024-06-20 06:57:00,106
WO-0076,PART-6669,Bracket,Line-B,CNC Machining,CNC,CNC-15,2024-06-20 07:00:00,110
WO-0019,PART-5930,Manifold,Line-C,Shipment,SHIP,Dock-01,2024-06-20 07:06:00,0
WO-0195,PART-9776,Valve Body,Line-C,Shipment,SHIP,Dock-01,2024-06-20 07:13:00,0
WO-0025,PART-1508,Pump Housing,Line-A,Quality Check,QC,QA-05,2024-06-20 07:23:00,30
WO-0053,PART-3535,Manifold,Line-A,CNC Machining,CNC,CNC-12,2024-06-20 07:36:00,103
WO-0100,PART-1962,Bracket,Line-A,Shipment,SHIP,Dock-01,2024-06-20 07:37:00,0
WO-0063,PART-3538,Valve Body,Line-B,Surface Prep,PREP,Prep-03,2024-06-20 07:46:00,34
WO-0025,PART-1508,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-20 07:58:00,28
WO-0181,PART-2252,Valve Body,Line-A,Cutting,CUT,Laser-02,2024-06-20 07:59:00,57
WO-0014,PART-9280,Manifold,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 08:18:00,23
WO-0063,PART-3538,Valve Body,Line-B,Assembly,ASM,Cell-01,2024-06-20 08:26:00,60
WO-0074,PART-9882,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-20 08:57:00,60
WO-0291,PART-8011,Pump Housing,Line-A,Quality Check,QC,QA-02,2024-06-20 09:06:00,25
WO-0014,PART-9280,Manifold,Line-B,Assembly,ASM,Cell-04,2024-06-20 09:06:00,96
WO-0076,PART-6669,Bracket,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 09:11:00,32
WO-0249,PART-4083,Bracket,Line-B,Quality Check,QC,QA-02,2024-06-20 09:12:00,47
WO-0181,PART-2252,Valve Body,Line-A,CNC Machining,CNC,CNC-12,2024-06-20 09:16:00,57
WO-0053,PART-3535,Manifold,Line-A,Surface Prep,PREP,Prep-01,2024-06-20 09:34:00,42
WO-0025,PART-1508,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-20 09:35:00,0
WO-0291,PART-8011,Pump Housing,Line-A,Packaging,PKG,Pack-02,2024-06-20 09:37:00,22
WO-0300,PART-5389,Bracket,Line-C,Cutting,CUT,Laser-01,2024-06-20 09:43:00,56
WO-0063,PART-3538,Valve Body,Line-B,Quality Check,QC,QA-02,2024-06-20 09:50:00,59
WO-0076,PART-6669,Bracket,Line-B,Assembly,ASM,Cell-01,2024-06-20 10:01:00,122
WO-0249,PART-4083,Bracket,Line-B,Packaging,PKG,Pack-02,2024-06-20 10:03:00,14
WO-0023,PART-6763,Rotor,Line-B,Cutting,CUT,Laser-01,2024-06-20 10:05:00,54
WO-0074,PART-9882,Rotor,Line-B,CNC Machining,CNC,CNC-12,2024-06-20 10:10:00,95
WO-0202,PART-7782,Pump Housing,Line-A,Cutting,CUT,Laser-01,2024-06-20 10:30:00,36
WO-0181,PART-2252,Valve Body,Line-A,Surface Prep,PREP,Prep-03,2024-06-20 10:32:00,23
WO-0053,PART-3535,Manifold,Line-A,Assembly,ASM,Cell-04,2024-06-20 10:37:00,124
WO-0291,PART-8011,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-20 10:46:00,0
WO-0300,PART-5389,Bracket,Line-C,CNC Machining,CNC,CNC-15,2024-06-20 10:57:00,55
WO-0014,PART-9280,Manifold,Line-B,Assembly Rework,ASM,Cell-04,2024-06-20 11:06:00,52
WO-0202,PART-7782,Pump Housing,Line-A,CNC Machining,CNC,CNC-15,2024-06-20 11:14:00,51
WO-0063,PART-3538,Valve Body,Line-B,Packaging,PKG,Pack-01,2024-06-20 11:14:00,24
WO-0023,PART-6763,Rotor,Line-B,CNC Machining,CNC,CNC-15,2024-06-20 11:16:00,58
WO-0181,PART-2252,Valve Body,Line-A,Assembly,ASM,Cell-01,2024-06-20 11:17:00,139
WO-0074,PART-9882,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 11:50:00,21
WO-0249,PART-4083,Bracket,Line-B,Shipment,SHIP,Dock-01,2024-06-20 12:00:00,0
WO-0014,PART-9280,Manifold,Line-B,Quality Check,QC,QA-02,2024-06-20 12:00:00,27
WO-0300,PART-5389,Bracket,Line-C,Surface Prep,PREP,Prep-01,2024-06-20 12:08:00,19
WO-0202,PART-7782,Pump Housing,Line-A,Surface Prep,PREP,Prep-01,2024-06-20 12:10:00,18
WO-0096,PART-4948,Pump Housing,Line-B,Cutting,CUT,Laser-02,2024-06-20 12:19:00,23
WO-0074,PART-9882,Rotor,Line-B,Assembly,ASM,Cell-02,2024-06-20 12:20:00,141
WO-0076,PART-6669,Bracket,Line-B,Assembly Rework,ASM,Cell-01,2024-06-20 12:23:00,62
WO-0023,PART-6763,Rotor,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 12:29:00,30
WO-0300,PART-5389,Bracket,Line-C,Assembly,ASM,Cell-04,2024-06-20 12:33:00,135
WO-0063,PART-3538,Valve Body,Line-B,Shipment,SHIP,Dock-01,2024-06-20 12:33:00,0
WO-0202,PART-7782,Pump Housing,Line-A,Assembly,ASM,Cell-01,2024-06-20 12:45:00,110
WO-0014,PART-9280,Manifold,Line-B,Packaging,PKG,Pack-01,2024-06-20 12:51:00,14
WO-0053,PART-3535,Manifold,Line-A,Assembly Rework,ASM,Cell-01,2024-06-20 12:51:00,26
WO-0096,PART-4948,Pump Housing,Line-B,CNC Machining,CNC,CNC-19,2024-06-20 12:57:00,101
WO-0023,PART-6763,Rotor,Line-B,Assembly,ASM,Cell-04,2024-06-20 13:13:00,83
WO-0053,PART-3535,Manifold,Line-A,Quality Check,QC,QA-05,2024-06-20 13:27:00,39
WO-0076,PART-6669,Bracket,Line-B,Quality Check,QC,QA-05,2024-06-20 13:32:00,59
WO-0014,PART-9280,Manifold,Line-B,Shipment,SHIP,Dock-01,2024-06-20 13:46:00,0
WO-0181,PART-2252,Valve Body,Line-A,Quality Check,QC,QA-02,2024-06-20 13:49:00,45
WO-0053,PART-3535,Manifold,Line-A,Packaging,PKG,Pack-01,2024-06-20 14:19:00,10
WO-0202,PART-7782,Pump Housing,Line-A,Assembly Rework,ASM,Cell-02,2024-06-20 14:37:00,74
WO-0074,PART-9882,Rotor,Line-B,Assembly Rework,ASM,Cell-04,2024-06-20 14:43:00,48
WO-0096,PART-4948,Pump Housing,Line-B,Surface Prep,PREP,Prep-01,2024-06-20 14:44:00,27
WO-0076,PART-6669,Bracket,Line-B,Packaging,PKG,Pack-01,2024-06-20 14:51:00,11
WO-0181,PART-2252,Valve Body,Line-A,Packaging,PKG,Pack-01,2024-06-20 14:54:00,19
WO-0023,PART-6763,Rotor,Line-B,Quality Check,QC,QA-02,2024-06-20 14:59:00,45
WO-0300,PART-5389,Bracket,Line-C,Quality Check,QC,QA-05,2024-06-20 14:59:00,47
WO-0076,PART-6669,Bracket,Line-B,Material Hold,HOLD,Planner,2024-06-20 15:06:00,448
WO-0096,PART-4948,Pump Housing,Line-B,Assembly,ASM,Cell-02,2024-06-20 15:21:00,66
WO-0181,PART-2252,Valve Body,Line-A,Manual Repair,ASM,Cell-04,2024-06-20 15:29:00,94
WO-0053,PART-3535,Manifold,Line-A,Shipment,SHIP,Dock-01,2024-06-20 15:36:00,0
WO-0074,PART-9882,Rotor,Line-B,Quality Check,QC,QA-05,2024-06-20 15:51:00,43
WO-0300,PART-5389,Bracket,Line-C,Packaging,PKG,Pack-01,2024-06-20 15:58:00,12
WO-0023,PART-6763,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-20 16:00:00,14
WO-0202,PART-7782,Pump Housing,Line-A,Quality Check,QC,QA-02,2024-06-20 16:09:00,25
WO-0023,PART-6763,Rotor,Line-B,Shipment,SHIP,Dock-01,2024-06-20 16:41:00,0
WO-0202,PART-7782,Pump Housing,Line-A,Packaging,PKG,Pack-01,2024-06-20 16:44:00,29
WO-0096,PART-4948,Pump Housing,Line-B,Quality Check,QC,QA-05,2024-06-20 16:49:00,25
WO-0074,PART-9882,Rotor,Line-B,Packaging,PKG,Pack-01,2024-06-20 16:53:00,14
WO-0130,PART-7568,Valve Body,Line-B,Cutting,CUT,Laser-01,2024-06-20 16:58:00,40
WO-0300,PART-5389,Bracket,Line-C,Shipment,SHIP,Dock-01,2024-06-20 17:11:00,0
WO-0024,PART-2375,Manifold,Line-A,Cutting,CUT,Laser-02,2024-06-20 17:24:00,44
WO-0096,PART-4948,Pump Housing,Line-B,Packaging,PKG,Pack-01,2024-06-20 17:27:00,12
WO-0130,PART-7568,Valve Body,Line-B,CNC Machining,CNC,CNC-12,2024-06-20 17:57:00,88
WO-0024,PART-2375,Manifold,Line-A,CNC Machining,CNC,CNC-15,2024-06-20 18:16:00,88
WO-0202,PART-7782,Pump Housing,Line-A,Shipment,SHIP,Dock-01,2024-06-20 18:16:00,0
